"index_in_split"	"public_essay_id"	"public_prompt_id"	"public_user_id"	"L1"	"version"	"split"	"noop"	"n.edits"	"auto_cefr"	"human_cefr"
943	"essay_a789910ca9f5e639"	"prompt_58b9f5f522c0a1ba"	"user_0c5fbdc54fc88a30"	"French"	"first"	"train"	FALSE	23	"C1"	NA
944	"essay_453bd474a26e969d"	"prompt_58b9f5f522c0a1ba"	"user_e48ee201eb41c367"	"Portuguese"	"first"	"train"	FALSE	20	"B2+"	NA
945	"essay_3ea37d893d73f61e"	"prompt_4671630d1fa03592"	"user_d91bec0d4aefda9a"	"Portuguese"	"first"	"train"	FALSE	3	"B1"	NA
946	"essay_181cab41422bed5b"	"prompt_d3e35405e2378ac9"	"user_b51c6f18326b2d9e"	"German"	"first"	"train"	FALSE	25	"B1+"	NA
947	"essay_864f90936e9ce1ac"	"prompt_d3e35405e2378ac9"	"user_db50bc66eceaafe4"	"Spanish"	"first"	"train"	FALSE	20	"C1+"	NA
948	"essay_d3a51b7a5cbdba13"	"prompt_2865cfff040b541d"	"user_f740e476348b0126"	"Portuguese"	"first"	"train"	FALSE	15	"B1+"	NA
949	"essay_3464a46001bc2777"	"prompt_1a893b704d9d98d4"	"user_f868f4463a4d0f7d"	"Romanian"	"first"	"train"	FALSE	19	"B2"	NA
950	"essay_76133c69a722e7f1"	"prompt_58852905890136d4"	"user_ffea2df281fa6732"	"Portuguese"	"first"	"train"	FALSE	28	"B2+"	NA
951	"essay_b7a902d314b43924"	"prompt_5be9aa25d9f61171"	"user_6ce7e27a05893051"	"Italian"	"first"	"train"	FALSE	45	"C1"	NA
952	"essay_810ca94d7026043c"	"prompt_6e0152cf70e42a3a"	"user_7ee643c4d5190d61"	"Spanish"	"first"	"train"	FALSE	14	"B1+"	NA
953	"essay_8bb05ed6e2d1de7d"	"prompt_8e0f8cbbba514658"	"user_9159ca84cf063690"	"Polish"	"first"	"train"	FALSE	22	"B1+"	NA
954	"essay_dbc9ee97c03856fb"	"prompt_2865cfff040b541d"	"user_1e29f29ad5a6ab91"	"Japanese"	"first"	"train"	FALSE	21	"C2"	NA
955	"essay_334bd0ef20a68b43"	"prompt_a16c7dd5b5c59b57"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"first"	"train"	FALSE	12	"B1+"	NA
956	"essay_c77f70f2ca281e91"	"prompt_1a893b704d9d98d4"	"user_cdabb1682d1cdf09"	"Persian"	"first"	"train"	FALSE	7	"B1+"	NA
957	"essay_36fac93a998291dd"	"prompt_79d7b6720d30aa96"	"user_1e88c7e7c6bbeb6d"	"Portuguese"	"first"	"train"	FALSE	21	"B1+"	NA
958	"essay_b1234b1c9a3a038c"	"prompt_de206ba1795e8dc5"	"user_0c5fbdc54fc88a30"	"French"	"first"	"train"	FALSE	4	"B2+"	NA
959	"essay_e1c56881044380e1"	"prompt_5be9aa25d9f61171"	"user_309b69e23ff98c19"	"Dutch"	"first"	"train"	FALSE	41	"B2+"	NA
960	"essay_b3ee1bf55f33d900"	"prompt_1a893b704d9d98d4"	"user_1e29f29ad5a6ab91"	"Japanese"	"first"	"train"	FALSE	12	"C1"	NA
961	"essay_26c0475ea2494a24"	"prompt_40037060180c75db"	"user_445b8028f874a106"	"Romanian"	"first"	"train"	FALSE	8	"A2+"	NA
962	"essay_20da8ff220e96ee5"	"prompt_305b51299790d8a8"	"user_ec10f7f03d3be17c"	"Polish"	"first"	"train"	FALSE	3	"C1"	NA
963	"essay_1bf06ffe5a87f70e"	"prompt_6e0152cf70e42a3a"	"user_d91bec0d4aefda9a"	"Portuguese"	"first"	"train"	FALSE	1	"B1"	NA
964	"essay_3c2abc5f55583acc"	"prompt_2adc00d65002bc78"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	6	"A2+"	NA
965	"essay_6158390fa7a1b44a"	"prompt_6305e66e9a1bd3db"	"user_d91bec0d4aefda9a"	"Portuguese"	"first"	"train"	FALSE	6	"B1"	NA
966	"essay_dd4baaa5fd9d6cf7"	"prompt_9d22a5a9df98ce09"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	26	"B1+"	NA
967	"essay_c15008fb4079fa7a"	"prompt_d3e35405e2378ac9"	"user_cdabb1682d1cdf09"	"Persian"	"first"	"train"	FALSE	23	"B1+"	NA
968	"essay_0823917668fdbb28"	"prompt_9975b4bd24cfacd8"	"user_0c5fbdc54fc88a30"	"French"	"first"	"train"	FALSE	17	"B2+"	NA
969	"essay_db65c978aa85eb67"	"prompt_d3e35405e2378ac9"	"user_0c5fbdc54fc88a30"	"French"	"first"	"train"	FALSE	20	"C1+"	NA
970	"essay_ccdd38af10a62959"	"prompt_394b6f53ecc6f98d"	"user_48eaa015bcf62267"	"Vietnamese"	"first"	"train"	FALSE	7	"C2+"	NA
971	"essay_81db59f1faecafb2"	"prompt_394b6f53ecc6f98d"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	40	"B2+"	NA
972	"essay_5ad6fb35533ac008"	"prompt_9d22a5a9df98ce09"	"user_8527a0a64d4d23fd"	"Thai"	"first"	"train"	FALSE	20	"B1+"	NA
973	"essay_c946702667bb4de5"	"prompt_6d735aae1b87fea9"	"user_0c5fbdc54fc88a30"	"French"	"first"	"train"	FALSE	27	"C1+"	NA
974	"essay_c348a3ccec0223c7"	"prompt_e3b16d9c3c7b3cc8"	"user_24a5495aeba183fc"	"Italian"	"first"	"train"	FALSE	3	"B1"	NA
975	"essay_bf597570a0c73f3f"	"prompt_30d627bea13ce859"	"user_f9bfe29636f735a2"	"French"	"first"	"train"	FALSE	30	"C1+"	NA
976	"essay_26b05e43dfcc8b3d"	"prompt_e404501e9bbbc094"	"user_60fe1c219b47a499"	"Czech"	"first"	"train"	FALSE	23	"B2"	NA
977	"essay_d5633a099e284836"	"prompt_29081c0eb3c823b4"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	36	"B1+"	NA
978	"essay_75f5512097964737"	"prompt_2865cfff040b541d"	"user_dfb07693935d7db9"	"German"	"first"	"train"	FALSE	23	"B2+"	NA
979	"essay_92bac35391b58108"	"prompt_179938ed5e90b50a"	"user_0c5fbdc54fc88a30"	"French"	"first"	"train"	FALSE	27	"C2"	NA
980	"essay_3f3e2d738fbefec4"	"prompt_2ef4e350c1009968"	"user_24a5495aeba183fc"	"Italian"	"first"	"train"	FALSE	5	"A2+"	NA
981	"essay_083d0f4aa06ae8d9"	"prompt_98e191fa5bded725"	"user_50d93f88925677bb"	"Portuguese"	"first"	"train"	FALSE	6	"A2+"	NA
982	"essay_8148ccee684dd491"	"prompt_91626718bd3e657e"	"user_c0e0001ec4b86f19"	"Indonesian"	"first"	"train"	FALSE	19	"B2"	NA
983	"essay_cab672cf89a07d28"	"prompt_30d627bea13ce859"	"user_1e29f29ad5a6ab91"	"Japanese"	"first"	"train"	FALSE	14	"B2+"	NA
984	"essay_a081be3893f055f5"	"prompt_6748f85e7e8f36b6"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	44	"B1+"	NA
985	"essay_3ed1f92c9d0afcfb"	"prompt_e0d347fb2afea90b"	"user_60fe1c219b47a499"	"Czech"	"first"	"train"	FALSE	20	"B2+"	NA
986	"essay_12eba894b3e0dc77"	"prompt_a3271cf10d32656b"	"user_0c5fbdc54fc88a30"	"French"	"first"	"train"	FALSE	38	"C1+"	NA
987	"essay_4c41fc7af7fa5e4a"	"prompt_719435a48902a4b5"	"user_24a5495aeba183fc"	"Italian"	"first"	"train"	FALSE	3	"B1+"	NA
988	"essay_ee01f1b5e5c4ee34"	"prompt_40037060180c75db"	"user_bd03a25a5da106fb"	"French"	"first"	"train"	FALSE	6	"A2+"	NA
989	"essay_d09122e45d362fa7"	"prompt_1a893b704d9d98d4"	"user_f740e476348b0126"	"Portuguese"	"first"	"train"	FALSE	17	"A2+"	NA
990	"essay_a4879140453e6efa"	"prompt_4671630d1fa03592"	"user_1fb29e27bcd4db4e"	"Arabic"	"first"	"train"	FALSE	4	"A2+"	NA
991	"essay_6925c172d8fcc65e"	"prompt_9d22a5a9df98ce09"	"user_1fb29e27bcd4db4e"	"Arabic"	"first"	"train"	FALSE	16	"B2+"	NA
992	"essay_dc14b1987e3e005c"	"prompt_de206ba1795e8dc5"	"user_c493c9711bbf8514"	"Spanish"	"first"	"train"	FALSE	14	"B2+"	NA
993	"essay_73155b6c1ce6bf81"	"prompt_394b6f53ecc6f98d"	"user_8527a0a64d4d23fd"	"Thai"	"first"	"train"	FALSE	37	"B2+"	NA
994	"essay_1814ca789396505f"	"prompt_29081c0eb3c823b4"	"user_bd03a25a5da106fb"	"French"	"first"	"train"	FALSE	30	"B1"	NA
995	"essay_c65ac078548a9b3e"	"prompt_17eab621f9e89332"	"user_a15b258cac354c33"	"Vietnamese"	"first"	"train"	FALSE	14	"A2+"	NA
996	"essay_0cf55099284bee9c"	"prompt_029cb9051e09e186"	"user_a15b258cac354c33"	"Vietnamese"	"first"	"train"	FALSE	14	"A2"	NA
997	"essay_abcb7dc2729664a5"	"prompt_79d7b6720d30aa96"	"user_c0e0001ec4b86f19"	"Indonesian"	"first"	"train"	FALSE	35	"B2+"	NA
998	"essay_ea4f9b348ebf068b"	"prompt_13020c2a757e39d5"	"user_cdabb1682d1cdf09"	"Persian"	"first"	"train"	FALSE	16	"B1"	NA
999	"essay_041a176ae001b2df"	"prompt_13020c2a757e39d5"	"user_c493c9711bbf8514"	"Spanish"	"first"	"train"	FALSE	11	"B2+"	NA
1000	"essay_6f26380cc573b020"	"prompt_e4c497f7613dcf8a"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	31	"B2"	NA
1001	"essay_ca4da8acf6e90a84"	"prompt_58852905890136d4"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	28	"B2"	NA
1002	"essay_8c8d8ae233c88ecf"	"prompt_2adc00d65002bc78"	"user_1a57f63e762dc86f"	"Spanish"	"first"	"train"	FALSE	10	"A2"	NA
1003	"essay_bc3f67f5741f5fb8"	"prompt_17eab621f9e89332"	"user_1a57f63e762dc86f"	"Spanish"	"first"	"train"	FALSE	9	"A2+"	NA
1004	"essay_d54e7ca88b3830ad"	"prompt_a16c7dd5b5c59b57"	"user_1a57f63e762dc86f"	"Spanish"	"first"	"train"	FALSE	8	"A2+"	NA
1005	"essay_6972f9250a137c6a"	"prompt_6d735aae1b87fea9"	"user_bd03a25a5da106fb"	"French"	"first"	"train"	FALSE	18	"B1+"	NA
1006	"essay_ceafd19d005fe317"	"prompt_179938ed5e90b50a"	"user_47a4ad58fe66c763"	"Japanese"	"first"	"train"	FALSE	16	"B2"	NA
1007	"essay_692cdb0d63d9cd72"	"prompt_e3b16d9c3c7b3cc8"	"user_d91bec0d4aefda9a"	"Portuguese"	"first"	"train"	FALSE	3	"A2+"	NA
1008	"essay_4d470d48da114cc0"	"prompt_91626718bd3e657e"	"user_a15b258cac354c33"	"Vietnamese"	"first"	"train"	FALSE	16	"A2+"	NA
1009	"essay_b71b40eddcb12956"	"prompt_2865cfff040b541d"	"user_1dd7cc5c4b1bdfb5"	"Burmese"	"first"	"train"	FALSE	15	"C1"	NA
1010	"essay_01f7f83815b3ec7f"	"prompt_6cb0c85d60a4ef2e"	"user_1e29f29ad5a6ab91"	"Japanese"	"first"	"train"	FALSE	9	"C2+"	NA
1011	"essay_508f6f0e862ccaf2"	"prompt_58852905890136d4"	"user_bd03a25a5da106fb"	"French"	"first"	"train"	FALSE	19	"B1+"	NA
1012	"essay_d669ee3e7479c3bc"	"prompt_2ef4e350c1009968"	"user_d91bec0d4aefda9a"	"Portuguese"	"first"	"train"	FALSE	8	"B1"	NA
1013	"essay_0abbfdc492871214"	"prompt_8e0f8cbbba514658"	"user_b3e5c4363a6f9ec0"	"Persian"	"first"	"train"	FALSE	25	"C1+"	NA
1014	"essay_d96d1be114ffd0ec"	"prompt_719435a48902a4b5"	"user_d91bec0d4aefda9a"	"Portuguese"	"first"	"train"	FALSE	2	"B1"	NA
1015	"essay_dc97ce639bc19fd4"	"prompt_d3e35405e2378ac9"	"user_639dcb4234b4e300"	"German"	"first"	"train"	FALSE	18	"B2"	NA
1016	"essay_aff49ddcd33e4a49"	"prompt_79d7b6720d30aa96"	"user_a15b258cac354c33"	"Vietnamese"	"first"	"train"	FALSE	12	"A2"	NA
1017	"essay_33dff502877d22bf"	"prompt_40037060180c75db"	"user_c0e0001ec4b86f19"	"Indonesian"	"first"	"train"	FALSE	7	"A2"	NA
1018	"essay_f12c3d6c4b7c67be"	"prompt_6748f85e7e8f36b6"	"user_d3d583fd31d4e39b"	"Spanish"	"first"	"train"	FALSE	44	"B1"	NA
1019	"essay_0b34a72dd2d7e69c"	"prompt_6d735aae1b87fea9"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	25	"B1"	NA
1020	"essay_12b04c70703d3f13"	"prompt_6305e66e9a1bd3db"	"user_4addd81f343c7d9d"	"Polish"	"first"	"train"	FALSE	18	"B1"	NA
1021	"essay_e5b451b8ed19085c"	"prompt_58852905890136d4"	"user_38f6dd7c721bfd33"	"German"	"first"	"train"	FALSE	18	"B2"	NA
1022	"essay_de4cfe698e3ecbd5"	"prompt_8e0f8cbbba514658"	"user_639dcb4234b4e300"	"German"	"first"	"train"	FALSE	34	"B2"	NA
1023	"essay_fe3887241032ab37"	"prompt_394b6f53ecc6f98d"	"user_1fb29e27bcd4db4e"	"Arabic"	"first"	"train"	FALSE	37	"C2"	NA
1024	"essay_0cf663be8b9702a8"	"prompt_98e191fa5bded725"	"user_d91bec0d4aefda9a"	"Portuguese"	"first"	"train"	FALSE	5	"B1"	NA
1025	"essay_bbbf437c15d3a7ca"	"prompt_4671630d1fa03592"	"user_c0e0001ec4b86f19"	"Indonesian"	"first"	"train"	FALSE	9	"B1"	NA
1026	"essay_94b4e90e85397a82"	"prompt_39db840b1dee1ac1"	"user_cdabb1682d1cdf09"	"Persian"	"first"	"train"	FALSE	26	"B2+"	NA
1027	"essay_986e69d65bc1f493"	"prompt_2adc00d65002bc78"	"user_d0b289f467542479"	"Japanese"	"first"	"train"	FALSE	25	"A1+"	NA
1028	"essay_ac168574509ffef0"	"prompt_6305e66e9a1bd3db"	"user_7ee643c4d5190d61"	"Spanish"	"first"	"train"	FALSE	20	"B1"	NA
1029	"essay_679df1de622106b1"	"prompt_6e0152cf70e42a3a"	"user_c0e0001ec4b86f19"	"Indonesian"	"first"	"train"	FALSE	15	"B1+"	NA
1030	"essay_96944dd300a1ffd8"	"prompt_7fb0941f7b739572"	"user_a15b258cac354c33"	"Vietnamese"	"first"	"train"	FALSE	11	"B1"	NA
1031	"essay_40f5f89ce1dc1295"	"prompt_4671630d1fa03592"	"user_a15b258cac354c33"	"Vietnamese"	"first"	"train"	FALSE	7	"A2"	NA
1032	"essay_c72aa9e7aed1bfa3"	"prompt_e0d347fb2afea90b"	"user_bd03a25a5da106fb"	"French"	"first"	"train"	FALSE	17	"B2"	NA
1033	"essay_984c26f8e26163a2"	"prompt_2adc00d65002bc78"	"user_639dcb4234b4e300"	"German"	"first"	"train"	FALSE	7	"B1"	NA
1034	"essay_9102ff5a4034b8bc"	"prompt_6cb0c85d60a4ef2e"	"user_639dcb4234b4e300"	"German"	"first"	"train"	FALSE	51	"B2+"	NA
1035	"essay_0b3d8b5e2aac3a9f"	"prompt_394b6f53ecc6f98d"	"user_d3d583fd31d4e39b"	"Spanish"	"first"	"train"	FALSE	46	"B1+"	NA
1036	"essay_cc50c614c5e9048c"	"prompt_29081c0eb3c823b4"	"user_24a5495aeba183fc"	"Italian"	"first"	"train"	FALSE	26	"B1+"	NA
1037	"essay_0454ed97a146675a"	"prompt_6305e66e9a1bd3db"	"user_a15b258cac354c33"	"Vietnamese"	"first"	"train"	FALSE	20	"B1"	NA
1038	"essay_72449d1db1421cc5"	"prompt_e404501e9bbbc094"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	27	"C1"	NA
1039	"essay_3da91e305adca381"	"prompt_9564cdfd1ab47024"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	24	"B2"	NA
1040	"essay_d3e2b224719bb2fd"	"prompt_9564cdfd1ab47024"	"user_639dcb4234b4e300"	"German"	"first"	"train"	FALSE	19	"B2+"	NA
1041	"essay_41147c6f61113001"	"prompt_2adc00d65002bc78"	"user_c8c9b908fe859707"	"Arabic"	"first"	"train"	FALSE	22	"A2"	NA
1042	"essay_4a3707a46bc02622"	"prompt_17eab621f9e89332"	"user_c8c9b908fe859707"	"Arabic"	"first"	"train"	FALSE	16	"A2+"	NA
1043	"essay_0528ccb26e51d5b7"	"prompt_91626718bd3e657e"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	29	"A2"	NA
1044	"essay_85691a188cfc3a50"	"prompt_79d7b6720d30aa96"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	16	"B1"	NA
1045	"essay_65537f4dd10649c2"	"prompt_e4c497f7613dcf8a"	"user_1fb29e27bcd4db4e"	"Arabic"	"first"	"train"	FALSE	11	"C1+"	NA
1046	"essay_4eef47393cba0ad3"	"prompt_29081c0eb3c823b4"	"user_b3e5c4363a6f9ec0"	"Persian"	"first"	"train"	FALSE	34	"B2+"	NA
1047	"essay_c78d59d00d463d48"	"prompt_9975b4bd24cfacd8"	"user_1fb29e27bcd4db4e"	"Arabic"	"first"	"train"	FALSE	25	"B2"	NA
1048	"essay_c0914b436df91df9"	"prompt_7fb0941f7b739572"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	15	"A2"	NA
1049	"essay_733d3d43e660db37"	"prompt_4671630d1fa03592"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	5	"A2"	NA
1050	"essay_ef1ceb68a2916581"	"prompt_6e0152cf70e42a3a"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	20	"B1"	NA
1051	"essay_2a7f799478d6f94f"	"prompt_40037060180c75db"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	11	"A2+"	NA
1052	"essay_3e2864f8ca5956a0"	"prompt_6305e66e9a1bd3db"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	25	"A2+"	NA
1053	"essay_d7138569c8910d63"	"prompt_029cb9051e09e186"	"user_1a57f63e762dc86f"	"Spanish"	"first"	"train"	FALSE	8	"A2+"	NA
1054	"essay_faa0dcdd790ebc23"	"prompt_91626718bd3e657e"	"user_1a57f63e762dc86f"	"Spanish"	"first"	"train"	FALSE	3	"B1"	NA
1055	"essay_8de9b0b534455145"	"prompt_a16c7dd5b5c59b57"	"user_edd8a0fc169a6b81"	"Portuguese"	"first"	"train"	FALSE	23	"A2"	NA
1056	"essay_a1b473ac49253956"	"prompt_394b6f53ecc6f98d"	"user_73a996108410cdc2"	"Portuguese"	"first"	"train"	FALSE	42	"B1+"	NA
1057	"essay_95cb9b53c1a0f552"	"prompt_58b9f5f522c0a1ba"	"user_7bc3f07952629f7c"	"Thai"	"first"	"train"	FALSE	15	"B2+"	NA
1058	"essay_54c822c08179a10e"	"prompt_2adc00d65002bc78"	"user_3da0268a93d2c338"	"Arabic"	"first"	"train"	FALSE	19	"A2"	NA
1059	"essay_d134b803c59a8cbc"	"prompt_91626718bd3e657e"	"user_1e88c7e7c6bbeb6d"	"Portuguese"	"first"	"train"	FALSE	28	"B1+"	NA
1060	"essay_ffa7cb84981fa5a0"	"prompt_49f744b86a7de069"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	9	"A2"	NA
1061	"essay_3ce49d29754d92dc"	"prompt_e3b16d9c3c7b3cc8"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	11	"B1"	NA
1062	"essay_37a85ff96857dfe2"	"prompt_2ef4e350c1009968"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	7	"B1"	NA
1063	"essay_a576959209f38533"	"prompt_e0d347fb2afea90b"	"user_309b69e23ff98c19"	"Dutch"	"first"	"train"	FALSE	28	"B2"	NA
1064	"essay_b13f59127d9433b6"	"prompt_719435a48902a4b5"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	6	"B1"	NA
1065	"essay_70239507dfaeb647"	"prompt_a16c7dd5b5c59b57"	"user_c8c9b908fe859707"	"Arabic"	"first"	"train"	FALSE	30	"A2"	NA
1066	"essay_39e7f8f5d9091599"	"prompt_17eab621f9e89332"	"user_3da0268a93d2c338"	"Arabic"	"first"	"train"	FALSE	38	"A2"	NA
1067	"essay_a10be72861ecdc2e"	"prompt_1a893b704d9d98d4"	"user_60fe1c219b47a499"	"Czech"	"first"	"train"	FALSE	25	"B2"	NA
1068	"essay_0224ceba05d4e010"	"prompt_179938ed5e90b50a"	"user_d3d583fd31d4e39b"	"Spanish"	"first"	"train"	FALSE	40	"B1"	NA
1069	"essay_533536f6eb91a0f4"	"prompt_a3271cf10d32656b"	"user_e03d332f4dd621e1"	"Spanish"	"first"	"train"	FALSE	30	"B2"	NA
1070	"essay_35f5ada362afdbee"	"prompt_8e0f8cbbba514658"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	17	"B1+"	NA
1071	"essay_ef2704903056956c"	"prompt_029cb9051e09e186"	"user_c8c9b908fe859707"	"Arabic"	"first"	"train"	FALSE	15	"A2"	NA
1072	"essay_3c500b666743af40"	"prompt_a16c7dd5b5c59b57"	"user_3da0268a93d2c338"	"Arabic"	"first"	"train"	FALSE	42	"A1+"	NA
1073	"essay_ffc95fa0c6b4f359"	"prompt_9564cdfd1ab47024"	"user_0c69a5a1d6f9909a"	"French"	"first"	"train"	FALSE	49	"A2"	NA
1074	"essay_55728e3b5320e1e5"	"prompt_91626718bd3e657e"	"user_c8c9b908fe859707"	"Arabic"	"first"	"train"	FALSE	12	"B1"	NA
1075	"essay_39dcdc9a4eb81bd7"	"prompt_9d22a5a9df98ce09"	"user_d3d583fd31d4e39b"	"Spanish"	"first"	"train"	FALSE	33	"B1"	NA
1076	"essay_7da1a2876d5dc6bd"	"prompt_49f744b86a7de069"	"user_a15b258cac354c33"	"Vietnamese"	"first"	"train"	FALSE	7	"A2+"	NA
1077	"essay_d6f438072b73f312"	"prompt_e3b16d9c3c7b3cc8"	"user_a15b258cac354c33"	"Vietnamese"	"first"	"train"	FALSE	7	"A2"	NA
1078	"essay_24093672b36e7853"	"prompt_a48191f7b89e3523"	"user_47a4ad58fe66c763"	"Japanese"	"first"	"train"	FALSE	9	"B1+"	NA
1079	"essay_a9a9d53038ece444"	"prompt_13020c2a757e39d5"	"user_1fffd27f6c13c55b"	"Polish"	"first"	"train"	FALSE	23	"B2"	NA
1080	"essay_16e33d38ddf85faa"	"prompt_29081c0eb3c823b4"	"user_73a996108410cdc2"	"Portuguese"	"first"	"train"	FALSE	31	"B1"	NA
1081	"essay_17ba06e33b1b98bf"	"prompt_9564cdfd1ab47024"	"user_bd03a25a5da106fb"	"French"	"first"	"train"	FALSE	14	"B2"	NA
1082	"essay_c9dc4b41012c31a0"	"prompt_029cb9051e09e186"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"first"	"train"	FALSE	1	"A2+"	NA
1083	"essay_a0d7adc233d973ae"	"prompt_e0d347fb2afea90b"	"user_b31307de7d13e824"	"Arabic"	"first"	"train"	FALSE	25	"B1+"	NA
1084	"essay_859784eeac8daf11"	"prompt_046678dfe42e3068"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	40	"B1"	NA
1085	"essay_a1a3ec8077de30b0"	"prompt_9d22a5a9df98ce09"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	41	"B1+"	NA
1086	"essay_35edd57300ccd632"	"prompt_1a893b704d9d98d4"	"user_639dcb4234b4e300"	"German"	"first"	"train"	FALSE	44	"B2"	NA
1087	"essay_71232ca0df989b14"	"prompt_029cb9051e09e186"	"user_3da0268a93d2c338"	"Arabic"	"first"	"train"	FALSE	41	"A1+"	NA
1088	"essay_9540caf3da452ea6"	"prompt_046678dfe42e3068"	"user_c8c9b908fe859707"	"Arabic"	"first"	"train"	FALSE	32	"B1+"	NA
1089	"essay_e2d8750fb5e2cf56"	"prompt_82f61f70f00cce70"	"user_de86109bdaa0682d"	"Japanese"	"first"	"train"	FALSE	3	"C1"	NA
1090	"essay_f4b92d90f76601c5"	"prompt_de206ba1795e8dc5"	"user_f18da42896badc30"	"Burmese"	"first"	"train"	FALSE	21	"B1"	NA
1091	"essay_c68bd1f928ea7010"	"prompt_e0d347fb2afea90b"	"user_639dcb4234b4e300"	"German"	"first"	"train"	FALSE	27	"B2"	NA
1092	"essay_16c20855cf3cf183"	"prompt_9d22a5a9df98ce09"	"user_c8c9b908fe859707"	"Arabic"	"first"	"train"	FALSE	50	"A2+"	NA
1093	"essay_acb8bf722c8e2c76"	"prompt_e404501e9bbbc094"	"user_6ce7e27a05893051"	"Italian"	"first"	"train"	FALSE	17	"B2+"	NA
1094	"essay_f1bc4443feae6a25"	"prompt_6d735aae1b87fea9"	"user_1fb29e27bcd4db4e"	"Arabic"	"first"	"train"	FALSE	14	"B2+"	NA
1095	"essay_eb751f1de85c44b5"	"prompt_79d7b6720d30aa96"	"user_c8c9b908fe859707"	"Arabic"	"first"	"train"	FALSE	25	"A2"	NA
1096	"essay_531de7594a095fb9"	"prompt_e404501e9bbbc094"	"user_c8c9b908fe859707"	"Arabic"	"first"	"train"	FALSE	45	"B1+"	NA
1097	"essay_7918209ecb3e9580"	"prompt_6cb0c85d60a4ef2e"	"user_7d187a968e4fbbb8"	"Romanian"	"first"	"train"	FALSE	15	"C1+"	NA
1098	"essay_18086e9be41f95ea"	"prompt_8e0f8cbbba514658"	"user_6ce7e27a05893051"	"Italian"	"first"	"train"	FALSE	21	"C2"	NA
1099	"essay_665a005198722918"	"prompt_e404501e9bbbc094"	"user_7bc3f07952629f7c"	"Thai"	"first"	"train"	FALSE	9	"C1"	NA
1100	"essay_d8bc523eb2bdfbe8"	"prompt_a3271cf10d32656b"	"user_c493c9711bbf8514"	"Spanish"	"first"	"train"	FALSE	20	"B1+"	NA
1101	"essay_b7b7dddab228a8ee"	"prompt_58b9f5f522c0a1ba"	"user_f18da42896badc30"	"Burmese"	"first"	"train"	FALSE	33	"B2"	NA
1102	"essay_193bff86c33b9fd2"	"prompt_394b6f53ecc6f98d"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	50	"B2+"	NA
1103	"essay_682d7119067dd710"	"prompt_29081c0eb3c823b4"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	29	"B2"	NA
1104	"essay_89f30959009f647b"	"prompt_6748f85e7e8f36b6"	"user_906f8268414d7254"	"Hindi"	"first"	"train"	FALSE	36	"B2"	NA
1105	"essay_b5ac6382a22beb69"	"prompt_a48191f7b89e3523"	"user_39f16c41d49d186a"	"Spanish"	"first"	"train"	FALSE	28	"B1+"	NA
1106	"essay_fb9e9fa509acaabe"	"prompt_79d7b6720d30aa96"	"user_1a57f63e762dc86f"	"Spanish"	"first"	"train"	FALSE	12	"B1+"	NA
1107	"essay_549589614ea31cf1"	"prompt_6305e66e9a1bd3db"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"first"	"train"	FALSE	10	"B2"	NA
1108	"essay_4e412315977a6de8"	"prompt_2865cfff040b541d"	"user_a992a9468ef05209"	"Polish"	"first"	"train"	FALSE	27	"C1"	NA
1109	"essay_6847859a489e0ecd"	"prompt_82f61f70f00cce70"	"user_d3d583fd31d4e39b"	"Spanish"	"first"	"train"	FALSE	24	"B1"	NA
1110	"essay_09222b563c299e4d"	"prompt_49f744b86a7de069"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"first"	"train"	FALSE	10	"B1"	NA
