"index_in_split"	"public_essay_id"	"public_prompt_id"	"public_user_id"	"L1"	"version"	"split"	"noop"	"n.edits"	"auto_cefr"	"human_cefr"
1094	"essay_185612d4b5a0f3a6"	"prompt_6d735aae1b87fea9"	"user_1fb29e27bcd4db4e"	"Arabic"	"final"	"train"	FALSE	22	"C1"	"B2"
1095	"essay_5db91d213081c576"	"prompt_79d7b6720d30aa96"	"user_c8c9b908fe859707"	"Arabic"	"final"	"train"	FALSE	17	"B1"	"B1"
1096	"essay_8d8c0ac039e5941a"	"prompt_e404501e9bbbc094"	"user_c8c9b908fe859707"	"Arabic"	"final"	"train"	FALSE	28	"B2"	"B2"
1097	"essay_1419aff46474efc8"	"prompt_6cb0c85d60a4ef2e"	"user_7d187a968e4fbbb8"	"Romanian"	"final"	"train"	FALSE	7	"C2"	"C1"
1098	"essay_52848c704a3e9db6"	"prompt_8e0f8cbbba514658"	"user_6ce7e27a05893051"	"Italian"	"final"	"train"	FALSE	14	"C2"	"C1"
1099	"essay_baf709494c79ae14"	"prompt_e404501e9bbbc094"	"user_7bc3f07952629f7c"	"Thai"	"final"	"train"	FALSE	7	"C1"	"C1+"
1100	"essay_115ee8572c38eb7c"	"prompt_a3271cf10d32656b"	"user_c493c9711bbf8514"	"Spanish"	"final"	"train"	FALSE	18	"B1+"	"B1"
1101	"essay_307e7fede3abb3f8"	"prompt_58b9f5f522c0a1ba"	"user_f18da42896badc30"	"Burmese"	"final"	"train"	FALSE	32	"B2+"	"B1+"
1102	"essay_297f32c6d2350ae1"	"prompt_394b6f53ecc6f98d"	"user_906f8268414d7254"	"Hindi"	"final"	"train"	FALSE	48	"C1"	"B2"
1103	"essay_97f21ac786a7705f"	"prompt_29081c0eb3c823b4"	"user_906f8268414d7254"	"Hindi"	"final"	"train"	FALSE	27	"B2"	"B2"
1104	"essay_a27de176e916ce31"	"prompt_6748f85e7e8f36b6"	"user_906f8268414d7254"	"Hindi"	"final"	"train"	FALSE	49	"B2+"	"B1+"
1105	"essay_b3dfff184d200472"	"prompt_a48191f7b89e3523"	"user_39f16c41d49d186a"	"Spanish"	"final"	"train"	FALSE	34	"B2"	"B1+"
1106	"essay_84668c5d646ef760"	"prompt_79d7b6720d30aa96"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	7	"B1+"	"B1"
1107	"essay_2684298e0238aa31"	"prompt_6305e66e9a1bd3db"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	4	"B2"	"B1"
1108	"essay_c113b5e55c18fbe0"	"prompt_2865cfff040b541d"	"user_a992a9468ef05209"	"Polish"	"final"	"train"	FALSE	19	"B2+"	"C1+"
1109	"essay_5419d66f31e4e83a"	"prompt_82f61f70f00cce70"	"user_d3d583fd31d4e39b"	"Spanish"	"final"	"train"	FALSE	24	"B1"	"B1+"
1110	"essay_bd8c69341fc03cf8"	"prompt_49f744b86a7de069"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	2	"B1+"	"A2+"
1111	"essay_b664576e1d2f8330"	"prompt_13020c2a757e39d5"	"user_3efe93f3cb707911"	"Chinese"	"final"	"train"	FALSE	37	"C1+"	"B2"
1112	"essay_d649833e13f4ea52"	"prompt_e3b16d9c3c7b3cc8"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	4	"A2+"	"B1"
1113	"essay_56882856d17c1ae5"	"prompt_2ef4e350c1009968"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	2	"B1"	"B1+"
1114	"essay_71ff64b7dd60e266"	"prompt_719435a48902a4b5"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	6	"B1"	"B1"
1115	"essay_856e66fdf4798b01"	"prompt_91626718bd3e657e"	"user_edd8a0fc169a6b81"	"Portuguese"	"final"	"train"	FALSE	21	"A1+"	"A2+"
1116	"essay_8c68a0f80776195a"	"prompt_82f61f70f00cce70"	"user_3041a982ccb95bfd"	"French"	"final"	"train"	FALSE	12	"B2+"	"B1+"
1117	"essay_08f59d569c517e47"	"prompt_394b6f53ecc6f98d"	"user_c8c9b908fe859707"	"Arabic"	"final"	"train"	FALSE	35	"C1"	"B1+"
1118	"essay_e1215465cfb7e7c0"	"prompt_29081c0eb3c823b4"	"user_d3d583fd31d4e39b"	"Spanish"	"final"	"train"	FALSE	31	"B2"	"A2+"
1119	"essay_a59c879a948ef72b"	"prompt_5be9aa25d9f61171"	"user_7f277c885f63ec92"	"Spanish"	"final"	"train"	FALSE	4	"C1"	"C1+"
1120	"essay_fb6b3cd54ae724ca"	"prompt_6748f85e7e8f36b6"	"user_1fb29e27bcd4db4e"	"Arabic"	"final"	"train"	FALSE	24	"C2"	"B2+"
1121	"essay_eb98446e8a75198e"	"prompt_58852905890136d4"	"user_1fb29e27bcd4db4e"	"Arabic"	"final"	"train"	FALSE	21	"C1"	"B2+"
1122	"essay_7ff3d11051943707"	"prompt_046678dfe42e3068"	"user_1fb29e27bcd4db4e"	"Arabic"	"final"	"train"	FALSE	18	"C1+"	"B2"
1123	"essay_01df6c5495d74ea1"	"prompt_39db840b1dee1ac1"	"user_60fe1c219b47a499"	"Czech"	"final"	"train"	FALSE	10	"B2+"	"B2+"
1124	"essay_b74097ad4f9f72f7"	"prompt_046678dfe42e3068"	"user_3da0268a93d2c338"	"Arabic"	"final"	"train"	FALSE	44	"B1+"	"A2"
1125	"essay_024feb8986314623"	"prompt_e4c497f7613dcf8a"	"user_d3d583fd31d4e39b"	"Spanish"	"final"	"train"	FALSE	20	"B1"	"B1+"
1126	"essay_fe5b058baa8d5143"	"prompt_7fb0941f7b739572"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	10	"A2+"	"B1"
1127	"essay_babc57d94f47f414"	"prompt_40037060180c75db"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	3	"A2+"	"B1"
1128	"essay_d5f968d0208a718a"	"prompt_4671630d1fa03592"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	TRUE	0	"A2+"	"A2+"
1129	"essay_c11b376657cd6a2a"	"prompt_a3271cf10d32656b"	"user_f18da42896badc30"	"Burmese"	"final"	"train"	FALSE	32	"B1"	"B1"
1130	"essay_665af346f2492917"	"prompt_6748f85e7e8f36b6"	"user_73a996108410cdc2"	"Portuguese"	"final"	"train"	FALSE	34	"B2"	"B1+"
1131	"essay_52b67a79bf73e563"	"prompt_6748f85e7e8f36b6"	"user_7f277c885f63ec92"	"Spanish"	"final"	"train"	FALSE	11	"C2+"	"C1"
1132	"essay_cb2fb327f9799eac"	"prompt_e404501e9bbbc094"	"user_7f277c885f63ec92"	"Spanish"	"final"	"train"	FALSE	7	"C1+"	"C1"
1133	"essay_c261546cf1da4db0"	"prompt_d3e35405e2378ac9"	"user_3c2353506e4000e3"	"German"	"final"	"train"	FALSE	19	"B2"	"B2"
1134	"essay_40023656868728c9"	"prompt_6e0152cf70e42a3a"	"user_73b38bfa499a6438"	"Polish"	"final"	"train"	FALSE	9	"B1+"	"B1"
1135	"essay_85f99a151890b778"	"prompt_e404501e9bbbc094"	"user_a992a9468ef05209"	"Polish"	"final"	"train"	FALSE	14	"C1"	"C1"
1136	"essay_b2a9e73c3edf8522"	"prompt_30d627bea13ce859"	"user_a992a9468ef05209"	"Polish"	"final"	"train"	FALSE	5	"C2"	"C1+"
1137	"essay_d760abb49b3e622d"	"prompt_6e0152cf70e42a3a"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	7	"B1"	"B1"
1138	"essay_41f3c713e4ff4e5b"	"prompt_39db840b1dee1ac1"	"user_a992a9468ef05209"	"Polish"	"final"	"train"	FALSE	16	"C2"	"C1"
1139	"essay_78606f5ef6307bff"	"prompt_29081c0eb3c823b4"	"user_1fb29e27bcd4db4e"	"Arabic"	"final"	"train"	FALSE	25	"C2+"	"B2+"
1140	"essay_35b2f5b682d192bc"	"prompt_6305e66e9a1bd3db"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	6	"B1"	"B1"
1141	"essay_894cc12587aa12f2"	"prompt_a3271cf10d32656b"	"user_90ee1bbe64ee49fc"	"French"	"final"	"train"	FALSE	8	"B2+"	"B2+"
1142	"essay_5a0bfee89c47ab34"	"prompt_2adc00d65002bc78"	"user_a0cd622fee773946"	"Thai"	"final"	"train"	FALSE	10	"A2+"	"A2+"
1143	"essay_18fbf04beab3c417"	"prompt_58b9f5f522c0a1ba"	"user_c493c9711bbf8514"	"Spanish"	"final"	"train"	FALSE	18	"B2+"	"B1+"
1144	"essay_bb5e232f0389043f"	"prompt_7fb0941f7b739572"	"user_445b8028f874a106"	"Romanian"	"final"	"train"	FALSE	10	"A2+"	"A2+"
1145	"essay_d8b8fb626faa14fc"	"prompt_2865cfff040b541d"	"user_639dcb4234b4e300"	"German"	"final"	"train"	FALSE	21	"C1"	"B2+"
1146	"essay_86f53b80fcdd7f66"	"prompt_5be9aa25d9f61171"	"user_a992a9468ef05209"	"Polish"	"final"	"train"	FALSE	11	"C1"	"C1"
1147	"essay_3093acf895f171c6"	"prompt_e0d347fb2afea90b"	"user_a992a9468ef05209"	"Polish"	"final"	"train"	FALSE	4	"C1+"	"C1"
1148	"essay_bf1b961510fe7c0d"	"prompt_9975b4bd24cfacd8"	"user_d3d583fd31d4e39b"	"Spanish"	"final"	"train"	FALSE	29	"B2"	"B1+"
1149	"essay_f136bc6e74e32533"	"prompt_40037060180c75db"	"user_1e88c7e7c6bbeb6d"	"Portuguese"	"final"	"train"	FALSE	30	"B1+"	"B1"
1150	"essay_459d4e429c3ced68"	"prompt_13020c2a757e39d5"	"user_a13bbca8a843c491"	"Indonesian"	"final"	"train"	FALSE	7	"B2"	"B2"
1151	"essay_a7f6fe284e02eea4"	"prompt_d3e35405e2378ac9"	"user_f18da42896badc30"	"Burmese"	"final"	"train"	FALSE	25	"A2+"	"B1"
1152	"essay_63450c0f02a913b3"	"prompt_9564cdfd1ab47024"	"user_c8c9b908fe859707"	"Arabic"	"final"	"train"	FALSE	25	"B1+"	"B1+"
1153	"essay_fe97717c3da49a26"	"prompt_4671630d1fa03592"	"user_3da0268a93d2c338"	"Arabic"	"final"	"train"	FALSE	8	"B1"	"A2+"
1154	"essay_2f8a56e1c7a6af26"	"prompt_40037060180c75db"	"user_3da0268a93d2c338"	"Arabic"	"final"	"train"	FALSE	15	"A2"	"A2+"
1155	"essay_54389ade394a49ab"	"prompt_394b6f53ecc6f98d"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	14	"B2+"	"B1+"
1156	"essay_553519e8ab48b8f6"	"prompt_13020c2a757e39d5"	"user_4d22f1e245f1a359"	"Vietnamese"	"final"	"train"	FALSE	25	"B1+"	"B1"
1157	"essay_91e531ffc41e6a21"	"prompt_79d7b6720d30aa96"	"user_edd8a0fc169a6b81"	"Portuguese"	"final"	"train"	FALSE	24	"B1"	"A2"
1158	"essay_33ff34c98088560a"	"prompt_6d735aae1b87fea9"	"user_d3d583fd31d4e39b"	"Spanish"	"final"	"train"	FALSE	28	"B2"	"B1+"
1159	"essay_ba6f62beb17567b1"	"prompt_49f744b86a7de069"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	2	"A2+"	"A2+"
1160	"essay_56264d8aa38efe52"	"prompt_e3b16d9c3c7b3cc8"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	4	"B1+"	"B1"
1161	"essay_e0d1297b73e26f70"	"prompt_2ef4e350c1009968"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	3	"A2+"	"B1"
1162	"essay_5671a3434f7425c2"	"prompt_719435a48902a4b5"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	6	"B1+"	"A2+"
1163	"essay_30c066b61b4eefa5"	"prompt_49f744b86a7de069"	"user_9ea4023af603c4f8"	"Persian"	"final"	"train"	FALSE	12	"A2+"	"A2"
1164	"essay_db2b3bb27c47b059"	"prompt_a48191f7b89e3523"	"user_ffea2df281fa6732"	"Portuguese"	"final"	"train"	FALSE	26	"B2"	"B1"
1165	"essay_4f67f086ba8b8e6a"	"prompt_29081c0eb3c823b4"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	32	"C2"	"B2"
1166	"essay_019e1f3295bcfbc5"	"prompt_98e191fa5bded725"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	6	"A2+"	"A2+"
1167	"essay_cfd5174d9efcea68"	"prompt_e3b16d9c3c7b3cc8"	"user_9ea4023af603c4f8"	"Persian"	"final"	"train"	FALSE	8	"A2"	"A2+"
1168	"essay_3ed3535270df2e7a"	"prompt_1a893b704d9d98d4"	"user_cf40c5eb72b4ea75"	"Arabic"	"final"	"train"	FALSE	41	"B2"	"B1+"
1169	"essay_09e02b42c4e5ea8c"	"prompt_305b51299790d8a8"	"user_d3d583fd31d4e39b"	"Spanish"	"final"	"train"	FALSE	14	"B2"	"B2"
1170	"essay_c1ef60e3b487ff6a"	"prompt_046678dfe42e3068"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	11	"C1+"	"B2+"
1171	"essay_ee6fa7665cbe10c1"	"prompt_9d22a5a9df98ce09"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	3	"C1+"	"C1"
1172	"essay_b0f6cec7cfa7a636"	"prompt_9975b4bd24cfacd8"	"user_73a996108410cdc2"	"Portuguese"	"final"	"train"	FALSE	27	"B2+"	"B1+"
1173	"essay_a5506cc1c4aa6e2c"	"prompt_5be9aa25d9f61171"	"user_c8c9b908fe859707"	"Arabic"	"final"	"train"	FALSE	38	"B1+"	"B1+"
1174	"essay_84468dfb975b06a6"	"prompt_6748f85e7e8f36b6"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	19	"C1"	"B1+"
1175	"essay_06006f14df4a6b11"	"prompt_58852905890136d4"	"user_d3d583fd31d4e39b"	"Spanish"	"final"	"train"	FALSE	31	"B1+"	"B1+"
1176	"essay_3a7fceb6ed96baea"	"prompt_6d735aae1b87fea9"	"user_73a996108410cdc2"	"Portuguese"	"final"	"train"	FALSE	33	"B1"	"B1+"
1177	"essay_5ce31ed3b56ad324"	"prompt_a3271cf10d32656b"	"user_4d22f1e245f1a359"	"Vietnamese"	"final"	"train"	FALSE	25	"B2"	"B1"
1178	"essay_3648ec0fddd69962"	"prompt_a48191f7b89e3523"	"user_d3d583fd31d4e39b"	"Spanish"	"final"	"train"	FALSE	34	"B2"	"B1+"
1179	"essay_46e3f7e8a79fadfe"	"prompt_82f61f70f00cce70"	"user_4d22f1e245f1a359"	"Vietnamese"	"final"	"train"	FALSE	22	"B2"	"B1+"
1180	"essay_679cb45b23548df2"	"prompt_5be9aa25d9f61171"	"user_639dcb4234b4e300"	"German"	"final"	"train"	FALSE	17	"C1"	"B2+"
1181	"essay_3d97904c91cd3d1b"	"prompt_6e0152cf70e42a3a"	"user_3da0268a93d2c338"	"Arabic"	"final"	"train"	FALSE	14	"B1"	"A2+"
1182	"essay_3a56f531d962d35d"	"prompt_e0d347fb2afea90b"	"user_c8c9b908fe859707"	"Arabic"	"final"	"train"	FALSE	42	"B2+"	"B1+"
1183	"essay_80b55811e67933f1"	"prompt_17eab621f9e89332"	"user_87f02e2c4eb3526d"	"Romanian"	"final"	"train"	FALSE	5	"B1"	"B1"
1184	"essay_093bf2ef5f07cb7b"	"prompt_394b6f53ecc6f98d"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	11	"C1+"	"B2+"
1185	"essay_fb586d888e1ed7cc"	"prompt_394b6f53ecc6f98d"	"user_b3e5c4363a6f9ec0"	"Persian"	"final"	"train"	FALSE	19	"B2+"	"B2"
1186	"essay_907edc478020c21b"	"prompt_9564cdfd1ab47024"	"user_b3e5c4363a6f9ec0"	"Persian"	"final"	"train"	FALSE	13	"B2+"	"B2"
1187	"essay_a038eca1da3dc9e9"	"prompt_5be9aa25d9f61171"	"user_b3e5c4363a6f9ec0"	"Persian"	"final"	"train"	FALSE	9	"B2+"	"B2+"
1188	"essay_28df93826d48e058"	"prompt_e0d347fb2afea90b"	"user_b3e5c4363a6f9ec0"	"Persian"	"final"	"train"	FALSE	15	"B1+"	"B2"
1189	"essay_e5c51255015fd2c3"	"prompt_7fb0941f7b739572"	"user_1e88c7e7c6bbeb6d"	"Portuguese"	"final"	"train"	FALSE	13	"B1"	"A2+"
1190	"essay_9d1a0147398e147d"	"prompt_6d735aae1b87fea9"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	19	"B1+"	"B2"
1191	"essay_5f4486de8540acd9"	"prompt_6e0152cf70e42a3a"	"user_1e88c7e7c6bbeb6d"	"Portuguese"	"final"	"train"	FALSE	11	"B1+"	"B1"
1192	"essay_3e1c3a6e7d6d71a2"	"prompt_8e0f8cbbba514658"	"user_c8c9b908fe859707"	"Arabic"	"final"	"train"	FALSE	39	"C1+"	"B1+"
1193	"essay_6b628b0a0b3873d0"	"prompt_29081c0eb3c823b4"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	12	"C1"	"B2"
1194	"essay_3211c0092d862861"	"prompt_9975b4bd24cfacd8"	"user_b3e5c4363a6f9ec0"	"Persian"	"final"	"train"	FALSE	9	"C1"	"B2"
1195	"essay_86aa73c246c695ee"	"prompt_39db840b1dee1ac1"	"user_b3e5c4363a6f9ec0"	"Persian"	"final"	"train"	FALSE	8	"B2+"	"B2+"
1196	"essay_4d75f6fb6720ea4d"	"prompt_a3271cf10d32656b"	"user_b3e5c4363a6f9ec0"	"Persian"	"final"	"train"	FALSE	19	"B2+"	"B1+"
1197	"essay_1754f03506415c50"	"prompt_58852905890136d4"	"user_73a996108410cdc2"	"Portuguese"	"final"	"train"	FALSE	34	"B2"	"B1+"
1198	"essay_35091e8b11c5590e"	"prompt_6748f85e7e8f36b6"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	17	"C1+"	"B2+"
1199	"essay_8849c135ca6515ee"	"prompt_9564cdfd1ab47024"	"user_cf4fae0bbda7f1a5"	"Czech"	"final"	"train"	FALSE	14	"B2"	"B1+"
1200	"essay_2256a07c4a5935a1"	"prompt_6d735aae1b87fea9"	"user_ffea2df281fa6732"	"Portuguese"	"final"	"train"	FALSE	32	"B2+"	"B1+"
1201	"essay_d014cc55d25bf370"	"prompt_58b9f5f522c0a1ba"	"user_b3e5c4363a6f9ec0"	"Persian"	"final"	"train"	FALSE	23	"B2+"	"B1+"
1202	"essay_14fd0d1ece820d5a"	"prompt_4671630d1fa03592"	"user_1e88c7e7c6bbeb6d"	"Portuguese"	"final"	"train"	FALSE	4	"B1"	"B1"
1203	"essay_92d7ac64fc8a364f"	"prompt_98e191fa5bded725"	"user_9ea4023af603c4f8"	"Persian"	"final"	"train"	FALSE	10	"A2"	"A2"
1204	"essay_76b0e1a51094c3bb"	"prompt_305b51299790d8a8"	"user_73b38bfa499a6438"	"Polish"	"final"	"train"	FALSE	30	"B2"	"B2"
1205	"essay_88daeecd804e09c4"	"prompt_394b6f53ecc6f98d"	"user_025f22aecc817158"	"Portuguese"	"final"	"train"	FALSE	42	"B1+"	"B1"
1206	"essay_eea090379753d619"	"prompt_6748f85e7e8f36b6"	"user_025f22aecc817158"	"Portuguese"	"final"	"train"	FALSE	52	"B1+"	"B1+"
1207	"essay_313932572d74e9e3"	"prompt_6305e66e9a1bd3db"	"user_3da0268a93d2c338"	"Arabic"	"final"	"train"	FALSE	17	"A2+"	"A2+"
1208	"essay_b969fb978b4a9bb8"	"prompt_a48191f7b89e3523"	"user_54ea77d88b4fb9f0"	"Italian"	"final"	"train"	FALSE	15	"B2"	"B2"
1209	"essay_78a85cf16f6ae7ff"	"prompt_e4c497f7613dcf8a"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	15	"B2"	"B2"
1210	"essay_2a71a08aaeb7b65d"	"prompt_2ef4e350c1009968"	"user_18e46e751161435f"	"Polish"	"final"	"train"	FALSE	9	"B1"	"A2+"
1211	"essay_cbadf2ac9a4a7da0"	"prompt_17eab621f9e89332"	"user_e4f9def4f4459a4f"	"Portuguese"	"final"	"train"	FALSE	5	"A2+"	"B1"
1212	"essay_58fa6c8fa8b68781"	"prompt_046678dfe42e3068"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	19	"B1+"	"B1+"
1213	"essay_85a9dbf02ea14b9a"	"prompt_9975b4bd24cfacd8"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	13	"B2+"	"B2+"
1214	"essay_8cd889548d68bcf9"	"prompt_13020c2a757e39d5"	"user_0b18d610d4b84c64"	"Thai"	"final"	"train"	FALSE	14	"C1"	"B2+"
1215	"essay_5e7ba2bc67d6ee15"	"prompt_9d22a5a9df98ce09"	"user_1a57f63e762dc86f"	"Spanish"	"final"	"train"	FALSE	18	"B1"	"B1+"
1216	"essay_f7b0dc23a969e3c8"	"prompt_7fb0941f7b739572"	"user_c0fd655ac8422f76"	"Portuguese"	"final"	"train"	FALSE	5	"B1"	"B1"
1217	"essay_c1fb377cde223332"	"prompt_40037060180c75db"	"user_c0fd655ac8422f76"	"Portuguese"	"final"	"train"	FALSE	4	"A2"	"A2+"
1218	"essay_c8d38d8174af6567"	"prompt_6e0152cf70e42a3a"	"user_c0fd655ac8422f76"	"Portuguese"	"final"	"train"	FALSE	8	"B1"	"B1"
1219	"essay_d9ab2df9f9488feb"	"prompt_6305e66e9a1bd3db"	"user_c0fd655ac8422f76"	"Portuguese"	"final"	"train"	FALSE	8	"B1+"	"B1"
1220	"essay_2197d89e085e004a"	"prompt_2adc00d65002bc78"	"user_87f02e2c4eb3526d"	"Romanian"	"final"	"train"	FALSE	3	"B1+"	"B1"
1221	"essay_f9e566e29489c079"	"prompt_a16c7dd5b5c59b57"	"user_87f02e2c4eb3526d"	"Romanian"	"final"	"train"	FALSE	2	"B1"	"B1+"
1222	"essay_3802c3f490669821"	"prompt_30d627bea13ce859"	"user_9de5092f6d2c54e5"	"Japanese"	"final"	"train"	FALSE	13	"C1"	"B2+"
1223	"essay_2401b858288100b2"	"prompt_58852905890136d4"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	28	"C1"	"B2"
1224	"essay_24824ac6f17d641e"	"prompt_49f744b86a7de069"	"user_c0fd655ac8422f76"	"Portuguese"	"final"	"train"	FALSE	5	"A2"	"A2"
1225	"essay_f21975588b45c4be"	"prompt_2ef4e350c1009968"	"user_c0fd655ac8422f76"	"Portuguese"	"final"	"train"	FALSE	11	"A2+"	"A2+"
1226	"essay_ebb4dddbf1d5b264"	"prompt_e404501e9bbbc094"	"user_0c69a5a1d6f9909a"	"French"	"final"	"train"	FALSE	35	"B2+"	"B1+"
1227	"essay_5f849efd578bab7d"	"prompt_17eab621f9e89332"	"user_89844f42535abd6a"	"Arabic"	"final"	"train"	FALSE	15	"B1+"	"A2+"
1228	"essay_acfe8419166d149f"	"prompt_e4c497f7613dcf8a"	"user_cf4fae0bbda7f1a5"	"Czech"	"final"	"train"	FALSE	14	"B1+"	"B1+"
1229	"essay_a3418de81071e25b"	"prompt_6305e66e9a1bd3db"	"user_445b8028f874a106"	"Romanian"	"final"	"train"	FALSE	9	"B1+"	"A2+"
1230	"essay_09f02b0a9fd735ed"	"prompt_a16c7dd5b5c59b57"	"user_e4f9def4f4459a4f"	"Portuguese"	"final"	"train"	FALSE	7	"A2+"	"A2+"
1231	"essay_973c9d01054bbffe"	"prompt_029cb9051e09e186"	"user_e4f9def4f4459a4f"	"Portuguese"	"final"	"train"	FALSE	3	"A2+"	"A2+"
1232	"essay_6d23bd6576658451"	"prompt_9564cdfd1ab47024"	"user_1a1358a9ec37dc4f"	"Spanish"	"final"	"train"	FALSE	25	"B2+"	"B2"
1233	"essay_c6ce237fbcecc2ce"	"prompt_e3b16d9c3c7b3cc8"	"user_32c25982271b1f06"	"Portuguese"	"final"	"train"	FALSE	3	"A2+"	"B1"
1234	"essay_caee8bca5b7b3811"	"prompt_6cb0c85d60a4ef2e"	"user_bb8d3e1f595867f3"	"Thai"	"final"	"train"	FALSE	25	"C2"	"B2+"
1235	"essay_d499834e179375ba"	"prompt_a3271cf10d32656b"	"user_7bc3f07952629f7c"	"Thai"	"final"	"train"	FALSE	23	"B2"	"B2"
1236	"essay_10999cd87300974d"	"prompt_5be9aa25d9f61171"	"user_1a1358a9ec37dc4f"	"Spanish"	"final"	"train"	FALSE	15	"B1+"	"B2"
1237	"essay_dffd3d524ea27dd4"	"prompt_046678dfe42e3068"	"user_d91bec0d4aefda9a"	"Portuguese"	"final"	"train"	FALSE	6	"B2+"	"B2"
1238	"essay_2858339a649a8994"	"prompt_046678dfe42e3068"	"user_a15b258cac354c33"	"Vietnamese"	"final"	"train"	FALSE	30	"B1+"	"B1+"
1239	"essay_c91e30e7254db521"	"prompt_9564cdfd1ab47024"	"user_906f8268414d7254"	"Hindi"	"final"	"train"	FALSE	36	"B1+"	"B1+"
1240	"essay_b35dac87bdeb1e7b"	"prompt_39db840b1dee1ac1"	"user_906f8268414d7254"	"Hindi"	"final"	"train"	FALSE	43	"B1+"	"B2"
1241	"essay_9501f885334275a7"	"prompt_79d7b6720d30aa96"	"user_3da0268a93d2c338"	"Arabic"	"final"	"train"	FALSE	15	"B1"	"A2+"
1242	"essay_c6a9280c9ca5fdc5"	"prompt_58852905890136d4"	"user_b3e5c4363a6f9ec0"	"Persian"	"final"	"train"	FALSE	16	"B2"	"B2"
1243	"essay_250b84e29525140d"	"prompt_91626718bd3e657e"	"user_e4f9def4f4459a4f"	"Portuguese"	"final"	"train"	FALSE	8	"B1"	"A2+"
1244	"essay_877b83932a884b92"	"prompt_2adc00d65002bc78"	"user_e4f9def4f4459a4f"	"Portuguese"	"final"	"train"	FALSE	4	"A2"	"A2+"
1245	"essay_adcf4ae544768b8b"	"prompt_40037060180c75db"	"user_2eabaa3e70ce66d0"	"Japanese"	"final"	"train"	FALSE	8	"A2+"	"B1"
1246	"essay_5a1340d90e5b07a2"	"prompt_9d22a5a9df98ce09"	"user_d91bec0d4aefda9a"	"Portuguese"	"final"	"train"	FALSE	7	"B2+"	"B2"
1247	"essay_baee5df66e0e19c0"	"prompt_9564cdfd1ab47024"	"user_94154d5c9f2be826"	"Italian"	"final"	"train"	FALSE	34	"C1+"	"B1+"
1248	"essay_018950cf20e9798b"	"prompt_82f61f70f00cce70"	"user_c493c9711bbf8514"	"Spanish"	"final"	"train"	FALSE	19	"B2"	"B1+"
1249	"essay_a5618146b7247af0"	"prompt_029cb9051e09e186"	"user_a43765f497802ed4"	"Thai"	"final"	"train"	FALSE	4	"B2"	"B2+"
1250	"essay_a82e398b920f9445"	"prompt_e4c497f7613dcf8a"	"user_60fe1c219b47a499"	"Czech"	"final"	"train"	FALSE	8	"B2+"	"B2"
1251	"essay_c51906aa98e2eb21"	"prompt_a48191f7b89e3523"	"user_22e8fb0e5eeef58c"	"Chinese"	"final"	"train"	FALSE	19	"C1"	"B2"
1252	"essay_3cfee7131741c322"	"prompt_179938ed5e90b50a"	"user_73a996108410cdc2"	"Portuguese"	"final"	"train"	FALSE	36	"B2+"	"B1"
1253	"essay_681148e862d47733"	"prompt_305b51299790d8a8"	"user_c493c9711bbf8514"	"Spanish"	"final"	"train"	FALSE	23	"B1+"	"B1+"
1254	"essay_f42626a5c73b262a"	"prompt_79d7b6720d30aa96"	"user_a43765f497802ed4"	"Thai"	"final"	"train"	FALSE	4	"B2+"	"B2"
